,speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,locationPrivate,exoticCategory,region,year
6573,sctear1,Scale-throated Earthcreeper,Upucerthia dumetaria,L594542,Embalse El Yeso--Vegas superiores,2022-03-05,2.0,-33.6250545,-70.0251281,False,-1,Región Metropolitana de Santiago,2022
6587,magcor1,Magellanic Cormorant,Leucocarbo magellanicus,L717821,Punta Arenas--Muelle viejo,2022-01-19,3.0,-53.1660704,-70.9000111,False,-1,Magallanes,2022
6596,hrshaw,Harris's Hawk,Parabuteo unicinctus,L20062654,Wenu Mapu,2022-07-09,1.0,-37.8826186,-73.3588793,True,-1,Bío-Bío,2022
6602,yebpin1,Yellow-billed Pintail,Anas georgica,L791057,Estero El Culebrón--Desembocadura,2022-08-10,4.0,-29.9617015,-71.3218206,False,-1,Coquimbo,2022
6606,slccoo1,Slate-colored Coot,Fulica ardesiaca,L681723,Río Camarones--Desembocadura,2022-03-24,1.0,-19.1863129,-70.2715158,False,-1,Arica y Parinacota,2022
6610,codfin1,Diuca Finch,Diuca diuca,L12681802,Parque Eduardo Frei Montalva,2022-10-22,1.0,-33.5117747,-70.5877157,False,-1,Región Metropolitana de Santiago,2022
6611,whwcoo1,White-winged Coot,Fulica leucoptera,L512176,Pichilemu--Laguna Petrel (Humedal Urbano),2022-04-18,1.0,-34.3824693,-71.9981289,False,-1,Libertador General Bernardo O'Higgins,2022
6613,fragul,Franklin's Gull,Leucophaeus pipixcan,L516506,Estero Cartagena--Desembocadura (Humedal Urbano),2022-11-13,50.0,-33.530377,-71.6023207,False,-1,Valparaíso,2022
6623,stbear2,Straight-billed Earthcreeper,Ochetorhynchus ruficaudus,L18096182,Quebrada Chinches,2022-03-12,1.0,-27.060836,-69.3425211,True,-1,Atacama,2022
6624,shicow,Shiny Cowbird,Molothrus bonariensis,L17104363,5520563 Puerto Varas CL-Los Lagos (-41.2803-72.7818),2022-05-01,26.0,-41.280312,-72.781787,True,-1,Los Lagos,2022
6643,colplo1,Collared Plover,Charadrius collaris,L4105087,SN Humedal de Tunquén--Desembocadura Estero Casablanca,2022-09-04,3.0,-33.278503,-71.6624451,False,-1,Valparaíso,2022
6644,scrcow1,Screaming Cowbird,Molothrus rufoaxillaris,L21475664,Parque de la Ciencia,2022-11-07,1.0,-33.630754,-71.6249371,True,-1,Valparaíso,2022
6648,guacor1,Guanay Cormorant,Leucocarbo bougainvillii,L4612346,Parque Canelo,2022-11-24,95.0,-33.3672554,-71.68769,False,-1,Valparaíso,2022
6658,bcnher,Black-crowned Night-Heron,Nycticorax nycticorax,L9955201,SN Península de Hualpén--Laguna Verde,2022-09-01,6.0,-36.7937963,-73.1598638,False,-1,Bío-Bío,2022
6659,grbfir1,Green-backed Firecrown,Sephanoides sephaniodes,L9389094,SN Laguna Conchalí,2022-05-11,4.0,-31.8802544,-71.4967918,True,-1,Coquimbo,2022
6663,chiswa1,Chilean Swallow,Tachycineta leucopyga,L19988912,Las Quemas laguna de invierno -40.67882 -73.08173,2022-11-09,2.0,-40.678818,-73.081728,True,-1,Los Lagos,2022
6670,thtray1,Thorn-tailed Rayadito,Aphrastura spinicauda,L13061117,Volcán Chaitén PN Pumalín.,2022-12-15,4.0,-42.8212096,-72.6611216,False,-1,Los Lagos,2022
6671,seacin1,Seaside Cinclodes,Cinclodes nigrofumosus,L17532167,Hotel Oceanic Vina Del Mar -32.98377 -71.54884,2022-01-23,1.0,-32.983767,-71.548842,True,-1,Valparaíso,2022
6684,impcor1,Imperial Cormorant,Leucocarbo atriceps,L18033468,Auto selected -54.72668 -71.41075,2022-03-15,6.0,-54.726677,-71.410745,True,-1,Magallanes,2022
6690,batsee1,Band-tailed Seedeater,Catamenia analis,L17850626,Hotel Q’antati,2022-12-02,4.0,-18.198383,-69.565547,True,-1,Arica y Parinacota,2022
6691,wespet1,Westland Petrel,Procellaria westlandica,L21883739,Pacific Ocean -44.8046 -75.6123,2022-12-21,1.0,-44.8046,-75.6123,True,-1,Aisén del General Carlos Ibáñez del Campo,2022
6700,orntin1,Ornate Tinamou,Nothoprocta ornata,L1048929,Putre--Ruta vieja,2022-09-12,1.0,-18.1903586,-69.5446372,False,-1,Arica y Parinacota,2022
6725,categr,Cattle Egret,Bubulcus ibis,L4777617,Osorno,2022-05-10,3.0,-40.5724194,-73.1359863,False,-1,Los Lagos,2022
6730,commin1,Common Miner,Geositta cunicularia,L9475061,Hacienda El Tangue--Humedal y Laguna,2022-04-01,3.0,-30.3410814,-71.5653178,False,-1,Coquimbo,2022
6739,moutur1,Moustached Turca,Pteroptochos megapodius,L20932760,3061 Víctor Domingo Silva El Granizo Valparaíso CL (-32992 -7117),2022-09-18,1.0,-32.9918437,-71.1697957,True,-1,Valparaíso,2022
6741,pafear1,Patagonian Forest Earthcreeper,Upucerthia saturatior,L504548,Estero Mantagua,2022-08-14,1.0,-32.8844165,-71.5067482,False,-1,Valparaíso,2022
6745,cinhar1,Cinereous Harrier,Circus cinereus,L17704352,Panitao - Huelmo - Calbuco Puerto Montt CL-Los Lagos -41.66909 -73.08259,2022-02-10,1.0,-41.669089,-73.082587,True,-1,Los Lagos,2022
6752,oashum1,Oasis Hummingbird,Rhodopis vesper,L782616,Illapel--sector urbano,2022-07-19,1.0,-31.6312733,-71.1651945,False,-1,Coquimbo,2022
6754,wrlrus1,Wren-like Rushbird,Phleocryptes melanops,L16398553,Lagunas fábrica de ladrillos,2022-02-28,1.0,-40.6714752,-73.0618801,False,-1,Los Lagos,2022
6755,gresht1,Great Shrike-Tyrant,Agriornis lividus,L14950384,Cerro Manquehuito--Ladera norte,2022-07-23,2.0,-33.3526789,-70.5614644,False,-1,Región Metropolitana de Santiago,2022
6764,diaplo1,Diademed Sandpiper-Plover,Phegornis mitchellii,L21647673,Camino a Baños Colina San José de Maipo CL-Santiago -33.85159 -69.98423,2022-11-26,1.0,-33.851591,-69.984228,True,-1,Región Metropolitana de Santiago,2022
6772,magcor1,Magellanic Cormorant,Leucocarbo magellanicus,L940016,Ferry Punta Delgada-Bahía Azul,2022-09-01,7.0,-52.474654,-69.5339944,False,-1,Magallanes,2022
6774,guacor1,Guanay Cormorant,Leucocarbo bougainvillii,L602414,Acantilados de la Quirilluca,2022-03-20,9.0,-32.6874981,-71.4494133,False,-1,Valparaíso,2022
6786,lesrhe2,Lesser Rhea,Rhea pennata,L21429314,Cruce Y-150 - Laguna Azul Torres del Paine CL-Magallanes and Antartica Chilena -50.93509 -72.72312,2022-11-02,1.0,-50.935091,-72.723121,True,-1,Magallanes,2022
6796,cosswa1,Coscoroba Swan,Coscoroba coscoroba,L793367,SN Humedal Río Copiapó--Desembocadura,2022-06-24,2.0,-27.3177895,-70.9263611,False,-1,Atacama,2022
6809,buwcin1,Buff-winged Cinclodes,Cinclodes fuscus,L1030752,Pampa Larga,2022-11-13,1.0,-52.2679473,-69.7321129,False,-1,Magallanes,2022
6815,rucdot1,Rufous-chested Dotterel,Charadrius modestus,L4051381,Quillaipe,2022-04-08,24.0,-41.5307483,-72.7408648,False,-1,Los Lagos,2022
6816,crgdov1,Croaking Ground Dove,Columbina cruziana,L18088996,2658 Viña Prohens Copiapó Atacama CL (-27389 -7032),2022-03-14,30.0,-27.389409,-70.3195086,True,-1,Atacama,2022
6832,bcbeag1,Black-chested Buzzard-Eagle,Geranoaetus melanoleucus,L18448882,Ruta 9 Natales Magallanes y la Antártica Chilena CL (-51.958 -72.069),2022-04-10,1.0,-51.9583375,-72.0692124,True,-1,Magallanes,2022
6834,barswa,Barn Swallow,Hirundo rustica,L606243,Humedal Tres Puentes,2022-01-03,2.0,-53.1162328,-70.8813,False,-1,Magallanes,2022
6837,wepdov1,West Peruvian Dove,Zenaida meloda,L2735431,Cerro Grande--Sur,2022-01-08,2.0,-29.9471597,-71.2220639,False,-1,Coquimbo,2022
6840,lesyel,Lesser Yellowlegs,Tringa flavipes,L3679772,Canal Ifarle,2022-11-06,50.0,-36.7461661,-73.0837101,False,-1,Bío-Bío,2022
6847,ruthaw1,Rufous-tailed Hawk,Buteo ventralis,L2475084,Laguna Coluco,2022-12-06,1.0,-42.094227,-73.9354992,False,-1,Los Lagos,2022
6857,sbgtyr1,Spot-billed Ground-Tyrant,Muscisaxicola maculirostris,L21284240,Ruta A-302 Arica CL-Arica y Parinacota -18.78453 -70.19686,2022-10-19,4.0,-18.784531,-70.196856,True,-1,Arica y Parinacota,2022
6858,dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L20041016,Maullín Los Lagos CL (-41.744 -73.744) Chocoi,2022-07-08,22.0,-41.7441905,-73.7440714,True,-1,Los Lagos,2022
6861,comgal1,Common Gallinule,Gallinula galeata,L793367,SN Humedal Río Copiapó--Desembocadura,2022-05-18,6.0,-27.3177895,-70.9263611,False,-1,Atacama,2022
6872,chisku1,Chilean Skua,Stercorarius chilensis,L571146,Ferry Punta Arenas-Porvenir (Pelágico),2022-11-16,1.0,-53.233989,-70.6777954,False,-1,Magallanes,2022
6877,sheowl,Short-eared Owl,Asio flammeus,L9472721,Ruta 5 Sur--km 1004,2022-05-02,1.0,-41.307419,-73.006952,True,-1,Los Lagos,2022
6885,categr,Cattle Egret,Bubulcus ibis,L807764,Las Quemas Altas,2022-04-01,7.0,-40.6284479,-73.117919,False,-1,Los Lagos,2022
6886,andhil3,Andean Hillstar,Oreotrochilus estella,L21518215,Ruta 27 San Pedro de Atacama Antofagasta CL (-22.908 -67.952),2022-11-10,2.0,-22.9079801,-67.9521313,True,-1,Antofagasta,2022
6893,yebtea1,Yellow-billed Teal,Anas flavirostris,L18997448,sendero de cabalgata por las dunas Pichilemu CL-Bertador General Bernardo O'higgins (-34.3796-71.9958),2022-05-12,2.0,-34.379584,-71.995799,True,-1,Libertador General Bernardo O'Higgins,2022
6895,kelgul,Kelp Gull,Larus dominicanus,L8253798,CL-Viña del Mar-4N,2022-12-28,5.0,-33.018772,-71.555806,True,-1,Valparaíso,2022
6901,whtgre3,White-tufted Grebe,Rollandia rolland,L18962470,4846 Claudio Gay Talcahuano Bío Bío CL (-36.756 -73.085),2022-05-10,1.0,-36.7555087,-73.0848598,True,-1,Bío-Bío,2022
6908,magpen1,Magellanic Penguin,Spheniscus magellanicus,L17557541,Auto selected -54.93548 -67.19746,2022-01-26,7.0,-54.935478,-67.197459,True,-1,Magallanes,2022
6912,soasni3,Magellanic Snipe,Gallinago magellanica,L27228869,Humedal Chillán Norte,2022-08-09,1.0,-36.588668,-72.080096,False,-1,Ñuble,2022
6926,rudtur,Ruddy Turnstone,Arenaria interpres,L2467175,Iquique--Costanera,2022-07-21,20.0,-20.2193952,-70.1549149,False,-1,Tarapacá,2022
6942,puyfin1,Puna Yellow-Finch,Sicalis lutea,L4860428,Visviri,2022-04-21,30.0,-17.5966985,-69.4814229,False,-1,Arica y Parinacota,2022
6950,whtgre3,White-tufted Grebe,Rollandia rolland,L21725227,Parque Nacional Torres del Paine -51.01944 -72.86410,2022-12-05,6.0,-51.019439,-72.864097,True,-1,Magallanes,2022
6962,blkvul,Black Vulture,Coragyps atratus,L2984356,Río Curanipe--Desembocadura,2022-06-18,4.0,-35.8434268,-72.6340806,False,-1,Maule,2022
6979,sooshe,Sooty Shearwater,Ardenna grisea,L17631649,Auto selected -36.77619 -73.95725,2022-02-03,5.0,-36.77619,-73.957254,True,-1,Bío-Bío,2022
6996,chtsee1,Chestnut-throated Seedeater,Sporophila telasco,L1048923,Molinos,2022-10-25,15.0,-18.3821935,-69.9457765,False,-1,Arica y Parinacota,2022
6998,seacin1,Seaside Cinclodes,Cinclodes nigrofumosus,L572712,Cachagua,2022-12-01,1.0,-32.583777,-71.4558506,False,-1,Valparaíso,2022
7010,giahum1,Giant Hummingbird,Patagona gigas,L20760655,Degu Study Site,2022-09-07,1.0,-30.5846299,-71.6540521,True,-1,Coquimbo,2022
7017,magtap1,Magellanic Tapaculo,Scytalopus magellanicus,L19707041,Currimahuida,2022-06-20,2.0,-40.3212023,-73.4330898,True,-1,Los Lagos,2022
7019,greyel,Greater Yellowlegs,Tringa melanoleuca,L572344,Río Aconcagua--Desembocadura Humedal Urbano,2022-12-25,15.0,-32.917422,-71.5067911,False,-1,Valparaíso,2022
7024,dolgul2,Dolphin Gull,Leucophaeus scoresbii,L13757486,Ex Chipera costanera,2022-09-27,16.0,-53.1299143,-70.8542457,False,-1,Magallanes,2022
7044,dustap1,Dusky Tapaculo,Scytalopus fuscus,L18136179,Paula Curepto (-34988 -71848),2022-03-16,2.0,-34.9878359,-71.8480251,True,-1,Maule,2022
7048,hudgod,Hudsonian Godwit,Limosa haemastica,L18481068,Villa Pancul Puerto Montt CL-Los Lagos -41.54334 -72.73751,2022-04-12,37.0,-41.543344,-72.737507,True,-1,Los Lagos,2022
7054,amgplo,American Golden-Plover,Pluvialis dominica,L668852,Río Lluta--Desembocadura,2022-12-11,3.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota,2022
7056,horcoo1,Horned Coot,Fulica cornuta,L2961343,RN Los Flamencos--Lagunas Miscanti y Miñiques [usar hotspots específicos],2022-09-24,5.0,-23.7542139,-67.7863312,False,-1,Antofagasta,2022
7061,andgoo1,Andean Goose,Oressochen melanopterus,L724695,Vados del Putana,2022-05-10,30.0,-22.533805,-68.0335236,False,-1,Antofagasta,2022
7063,austhr1,Austral Thrush,Turdus falcklandii,L17358323,Lago De Natri (-42.808-73.779),2022-01-07,2.0,-42.8078291,-73.7789444,True,-1,Los Lagos,2022
7066,grbfir1,Green-backed Firecrown,Sephanoides sephaniodes,L17503710,T-697 Futrono Los Ríos CL (-40.137 -72.393),2022-01-21,2.0,-40.137266,-72.393032,True,-1,Los Ríos,2022
7080,truter,Snowy-crowned Tern,Sterna trudeaui,L17478723,Niebla--Playa Grande,2022-08-05,2.0,-39.8627639,-73.3951612,False,-1,Los Ríos,2022
7094,bkbsht1,Black-billed Shrike-Tyrant,Agriornis montanus,L6433039,Camino Embalse El Yeso--Cascada al costado del camino,2022-06-07,1.0,-33.6758899,-70.0849025,False,-1,Región Metropolitana de Santiago,2022
7100,perpel1,Peruvian Pelican,Pelecanus thagus,L2879941,Río Pelluco--Desembocadura,2022-11-16,1.0,-41.4878855,-72.9007137,False,-1,Los Lagos,2022
7103,relcor1,Red-legged Cormorant,Poikilocarbo gaimardi,L3436227,Puerto Raúl Marín Balmaceda,2022-02-12,3.0,-43.7755561,-72.9538107,False,-1,Aisén del General Carlos Ibáñez del Campo,2022
7104,gregre1,Great Grebe,Podiceps major,L21353619,Camino a los Bajos Frutillar CL-Los Lagos,2022-10-25,1.0,-41.126848,-73.026039,True,-1,Los Lagos,2022
7105,cocher1,Cocoi Heron,Ardea cocoi,L22420581,Humedal Carriel Norte,2022-08-11,1.0,-36.7685619,-73.0796404,False,-1,Bío-Bío,2022
7109,surfbi,Surfbird,Calidris virgata,L10130394,Hotel Apacheta,2022-10-10,40.0,-18.491645,-70.328624,True,-1,Arica y Parinacota,2022
7114,chicar1,Chimango Caracara,Daptrius chimango,L18291158,Casa de la abuelita de caperucita,2022-03-25,3.0,-42.688444,-73.923939,True,-1,Los Lagos,2022
7115,bcnher,Black-crowned Night-Heron,Nycticorax nycticorax,L17356805,Río Natales--Desembocadura,2022-02-04,0.0,-51.7220404,-72.5085318,False,-1,Magallanes,2022
7132,baytan3,Blue-and-yellow Tanager,Rauenia bonariensis,L1151436,Socoroma,2022-12-25,4.0,-18.2642703,-69.6022403,False,-1,Arica y Parinacota,2022
7133,pigdov1,Picui Ground Dove,Columbina picui,L21579098,Ruta F-864-G Casablanca CL-Valparaíso -33.30361 -71.29764,2022-11-19,5.0,-33.303608,-71.29764,True,-1,Valparaíso,2022
7143,sander,Sanderling,Calidris alba,L668852,Río Lluta--Desembocadura,2022-05-18,30.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota,2022
7148,brhgul2,Brown-hooded Gull,Chroicocephalus maculipennis,L2297155,Humedal el Membrillo,2022-08-07,33.0,-33.3443051,-71.6503978,False,-1,Valparaíso,2022
7172,spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L9851416,Centro de Humedales Río Cruces,2022-11-12,2.0,-39.7950417,-73.2531562,False,-1,Los Ríos,2022
7175,libher,Little Blue Heron,Egretta caerulea,L516522,Pica,2022-11-26,1.0,-20.4873261,-69.3197823,False,-1,Tarapacá,2022
7178,cincon1,Cinereous Conebill,Conirostrum cinereum,L4935490,Sora,2022-11-16,1.0,-18.356725,-69.8839903,False,-1,Arica y Parinacota,2022
7181,siltea1,Silver Teal,Spatula versicolor,L6517732,Huitag Lago Calafquén,2022-09-03,2.0,-39.5169318,-72.2751638,True,-1,Los Ríos,2022
7188,plurai1,Plumbeous Rail,Pardirallus sanguinolentus,L11120006,Los aromos-Hualañé,2022-10-12,2.0,-34.9738402,-71.8134439,True,-1,Maule,2022
7189,dolgul2,Dolphin Gull,Leucophaeus scoresbii,L18844766,La Casita en Río Seco,2022-06-03,1.0,-53.058824,-70.857333,True,-1,Magallanes,2022
7193,rucdot1,Rufous-chested Dotterel,Charadrius modestus,L1030752,Pampa Larga,2022-11-13,4.0,-52.2679473,-69.7321129,False,-1,Magallanes,2022
7198,spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L504548,Estero Mantagua,2022-02-26,1.0,-32.8844165,-71.5067482,False,-1,Valparaíso,2022
7200,andgoo1,Andean Goose,Oressochen melanopterus,L21192810,Laguna de Batuco Lampa CL-Metropolitana de Santiago (-33.2135-70.8257),2022-10-08,17.0,-33.213451,-70.825683,True,-1,Región Metropolitana de Santiago,2022
7205,shicow,Shiny Cowbird,Molothrus bonariensis,L5274002,Parque Inés de Suárez,2022-06-20,1.0,-33.4406094,-70.6115985,False,-1,Región Metropolitana de Santiago,2022
7239,cintea,Cinnamon Teal,Spatula cyanoptera,L3437903,La Pasada,2022-11-22,1.0,-41.6045969,-73.596468,False,-1,Los Lagos,2022
7246,chithr1,Chiguanco Thrush,Turdus chiguanco,L16573946,Putre Arica y Parinacota CL (-18197 -69569),2022-02-22,5.0,-18.197355,-69.5685025,True,-1,Arica y Parinacota,2022
7261,chitin1,Chilean Tinamou,Nothoprocta perdicaria,L21378006,V-46 Maullín Los Lagos CL (-41.574 -73.577),2022-10-28,1.0,-41.5741094,-73.5765518,True,-1,Los Lagos,2022
7271,twbplo1,Two-banded Plover,Charadrius falklandicus,L8918202,Islote Patache,2022-08-06,4.0,-20.8130774,-70.2151901,False,-1,Tarapacá,2022
7280,tatdot1,Tawny-throated Dotterel,Oreopholus ruficollis,L9840915,Km 0 a Km 15 Ruta Y-405,2022-08-27,10.0,-52.3091598,-69.6922918,True,-1,Magallanes,2022
7281,gregre1,Great Grebe,Podiceps major,L3085729,Parque Tricao,2022-07-06,2.0,-33.7218411,-71.6387343,False,-1,Valparaíso,2022
7288,lotmea1,Long-tailed Meadowlark,Leistes loyca,L17026996,V-155 Llanquihue Los Lagos CL (-41225 -73015),2022-02-27,1.0,-41.2254949,-73.0149044,True,-1,Los Lagos,2022
7295,bcbeag1,Black-chested Buzzard-Eagle,Geranoaetus melanoleucus,L16389357,Humedal Pajonal,2022-02-27,1.0,-33.4919789,-70.7336065,False,-1,Región Metropolitana de Santiago,2022
7296,oashum1,Oasis Hummingbird,Rhodopis vesper,L516522,Pica,2022-06-25,2.0,-20.4873261,-69.3197823,False,-1,Tarapacá,2022
7297,hudgod,Hudsonian Godwit,Limosa haemastica,L11697419,Chamiza--Estero,2022-11-10,949.0,-41.491224,-72.8695,False,-1,Los Lagos,2022
7307,gryfin1,Grassland Yellow-Finch,Sicalis luteola,L16046035,Cerro Los Quilos Millahue,2022-05-15,20.0,-34.5240151,-71.2189485,True,-1,Libertador General Bernardo O'Higgins,2022
7311,andcon1,Andean Condor,Vultur gryphus,L2467780,PN Torres del Paine--Laguna Paso de la Muerte,2022-09-29,2.0,-51.0480853,-72.9240704,False,-1,Magallanes,2022
7327,rubmin1,Rufous-banded Miner,Geositta rufipennis,L15975837,Cerro La Sepultura,2022-08-22,5.0,-34.5553374,-71.0862491,False,-1,Libertador General Bernardo O'Higgins,2022
7330,whfibi,White-faced Ibis,Plegadis chihi,L570658,SN Laguna Batuco,2022-10-09,5.0,-33.2064427,-70.8279133,False,-1,Región Metropolitana de Santiago,2022
7336,flystd1,Flying Steamer-Duck,Tachyeres patachonicus,L5054215,Villarrica--Humedal Urbano Mallolafken,2022-02-20,2.0,-39.278091,-72.2206329,False,-1,Araucanía,2022
7353,pcttyr1,Pied-crested Tit-Tyrant,Anairetes reguloides,L14184038,Cuya Camarones,2022-10-27,2.0,-19.1524287,-70.1780887,False,-1,Arica y Parinacota,2022
7359,spfgal1,Spot-flanked Gallinule,Porphyriops melanops,L2790032,Estero Papudo--Desembocadura,2022-01-23,2.0,-32.5007408,-71.4379522,False,-1,Valparaíso,2022
7362,bkbsht1,Black-billed Shrike-Tyrant,Agriornis montanus,L21870205,Campamento VPZN,2022-12-21,1.0,-22.202954,-68.839718,True,-1,Antofagasta,2022
7373,amgplo,American Golden-Plover,Pluvialis dominica,L668852,Río Lluta--Desembocadura,2022-01-29,2.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota,2022
7376,burpar,Burrowing Parakeet,Cyanoliseus patagonus,L20895270,Manuel Antonio Matta Ovalle CL-Coquimbo -30.62748 -71.12028,2022-09-15,1.0,-30.627476,-71.120279,True,-1,Coquimbo,2022
7378,soasni3,Magellanic Snipe,Gallinago magellanica,L4079689,Río Leñadura--Desembocadura,2022-01-06,2.0,-53.2326597,-70.9377766,False,-1,Magallanes,2022
7382,rocpig,Rock Pigeon,Columba livia,L19855491,1036 Rengo Linares Maule CL (-35.855 -71.591),2022-06-25,28.0,-35.8550025,-71.5905758,True,0,Maule,2022
7387,amekes,American Kestrel,Falco sparverius,L9773689,Valparaíso--Paseo 21 de Mayo,2022-07-01,1.0,-33.0323181,-71.6305456,False,-1,Valparaíso,2022
7392,yebfin1,Yellow-bridled Finch,Melanodera xanthogramma,L505203,Lago Icalma,2022-01-22,0.0,-38.7969083,-71.2854767,False,-1,Araucanía,2022
7396,gresht1,Great Shrike-Tyrant,Agriornis lividus,L1643984,Cerro Los Piques,2022-05-06,1.0,-33.3864292,-70.5151528,False,-1,Región Metropolitana de Santiago,2022
7397,turvul,Turkey Vulture,Cathartes aura,L12046068,El Amarillo Chaitén.,2022-01-22,2.0,-43.0108343,-72.4883837,True,-1,Los Lagos,2022
7402,sctear1,Scale-throated Earthcreeper,Upucerthia dumetaria,L1030452,Camino a La Parva--Vegas y Pastizales,2022-03-21,4.0,-33.3442243,-70.299046,False,-1,Región Metropolitana de Santiago,2022
7420,soater1,South American Tern,Sterna hirundinacea,L21901057,Seno reloncavi sur,2022-12-24,3.0,-41.877677,-72.816404,True,-1,Los Lagos,2022
7425,thtray1,Thorn-tailed Rayadito,Aphrastura spinicauda,L5838048,CL-Viña del Mar-Calle Lampa- -330283x-715475,2022-12-31,1.0,-33.028328,-71.547497,True,-1,Valparaíso,2022
7455,regcoo1,Red-gartered Coot,Fulica armillata,L3300515,Lago General Carrera--Puerto Ibáñez,2022-04-21,92.0,-46.2953427,-71.9294965,False,-1,Aisén del General Carlos Ibáñez del Campo,2022
7456,chifli1,Chilean Flicker,Colaptes pitius,L17470798,Ruta 5 Sur Calbuco CL-Los Lagos -41.73036 -73.38004,2022-01-16,1.0,-41.730359,-73.380043,True,-1,Los Lagos,2022
7472,sooshe,Sooty Shearwater,Ardenna grisea,L571139,Arica--Pelágico,2022-04-04,200.0,-18.4952381,-70.3791046,False,-1,Arica y Parinacota,2022
7485,chipig2,Chilean Pigeon,Patagioenas araucana,L13069589,Cabo Blanco,2022-10-15,2.0,-39.797137,-73.249302,True,-1,Los Ríos,2022
7492,magtap1,Magellanic Tapaculo,Scytalopus magellanicus,L3962972,Universidad Austral de Chile--Jardín Botánico,2022-05-16,1.0,-39.8043656,-73.250345,False,-1,Los Ríos,2022
7494,bcbeag1,Black-chested Buzzard-Eagle,Geranoaetus melanoleucus,L516539,SN Yerba Loca--Zona de picnic,2022-06-10,1.0,-33.3102312,-70.3240013,False,-1,Región Metropolitana de Santiago,2022
7503,y00678,Crested Caracara,Caracara plancus,L9117679,Estero Reloncavi--Playa Estuario del Reloncavi,2022-06-24,1.0,-41.4547427,-72.3255178,False,-1,Los Lagos,2022
7511,whwcin1,White-winged Cinclodes,Cinclodes atacamensis,L572426,PN Lauca--Las Cuevas,2022-05-20,2.0,-18.1670566,-69.4337654,False,-1,Arica y Parinacota,2022
